Human_ID	Mouse_ID	Mouse_name	Human_name
ENSG00000181143	ENSMUSG00000109564	Muc16	MUC16
ENSG00000170929	ENSMUSG00000054141	Olfr24	OR1M1
ENSG00000170923	ENSMUSG00000059821	Olfr847	OR7G2
ENSG00000170923	ENSMUSG00000058692	Olfr846	OR7G2
ENSG00000170923	ENSMUSG00000061614	Olfr845	OR7G2
ENSG00000170923	ENSMUSG00000078116	Olfr828	OR7G2
ENSG00000170923	ENSMUSG00000045204	Olfr835	OR7G2
ENSG00000161807	ENSMUSG00000048391	Olfr843	OR7G1
ENSG00000161807	ENSMUSG00000095667	Olfr854	OR7G1
ENSG00000161807	ENSMUSG00000051414	Olfr829	OR7G1
ENSG00000161807	ENSMUSG00000094535	Olfr850	OR7G1
ENSG00000170920	ENSMUSG00000095525	Olfr834	OR7G3
ENSG00000170920	ENSMUSG00000095957	Olfr832	OR7G3
ENSG00000130803	ENSMUSG00000057551	Zfp317	ZNF317
ENSG00000174667	ENSMUSG00000051118	Olfr77	OR7D4
ENSG00000174667	ENSMUSG00000059623	Olfr39	OR7D4
ENSG00000174667	ENSMUSG00000044454	Olfr867	OR7D4
ENSG00000237521	ENSMUSG00000066897	Olfr872	OR7E24
ENSG00000237521	ENSMUSG00000058491	Olfr869	OR7E24
ENSG00000237521	ENSMUSG00000049028	Olfr873	OR7E24
ENSG00000237521	ENSMUSG00000050803	Olfr866	OR7E24
ENSG00000237521	ENSMUSG00000044106	Olfr868	OR7E24
ENSG00000174652	ENSMUSG00000060510	Zfp266	ZNF266
ENSG00000198028	ENSMUSG00000055150	Zfp78	ZNF560
ENSG00000130818	ENSMUSG00000059475	Zfp426	ZNF426
ENSG00000197961	ENSMUSG00000045519	Zfp560	ZNF121
ENSG00000171469	ENSMUSG00000053211	Zfy1	ZNF561
ENSG00000171469	ENSMUSG00000000103	Zfy2	ZNF561
ENSG00000171466	ENSMUSG00000053211	Zfy1	ZNF562
ENSG00000171466	ENSMUSG00000000103	Zfy2	ZNF562
ENSG00000127452	ENSMUSG00000066892	Fbxl12	FBXL12
ENSG00000198258	ENSMUSG00000113951	Gm2001	UBL5
ENSG00000198258	ENSMUSG00000113489	Gm16381	UBL5
ENSG00000127445	ENSMUSG00000032171	Pin1	PIN1
ENSG00000127445	ENSMUSG00000074997	Pin1rt1	PIN1
ENSG00000105088	ENSMUSG00000032172	Olfm2	OLFM2
ENSG00000080573	ENSMUSG00000004098	Col5a3	COL5A3
ENSG00000080511	ENSMUSG00000053773	Rdh8	RDH8
ENSG00000130813	ENSMUSG00000038884	Shfl	SHFL
ENSG00000130812	ENSMUSG00000038742	Angptl6	ANGPTL6
ENSG00000243207	ENSMUSG00000004100	Ppan	PPAN-P2RY11
ENSG00000130810	ENSMUSG00000004100	Ppan	PPAN
ENSG00000209645	ENSMUSG00000077702	Gm24067	SNORD105
ENSG00000238531	ENSMUSG00000089571	Gm23008	SNORD105B
ENSG00000130811	ENSMUSG00000070319	Eif3g	EIF3G
ENSG00000130816	ENSMUSG00000004099	Dnmt1	DNMT1
ENSG00000267534	ENSMUSG00000043895	S1pr2	S1PR2
ENSG00000105364	ENSMUSG00000003299	Mrpl4	MRPL4
ENSG00000090339	ENSMUSG00000037405	Icam1	ICAM1
ENSG00000105371	ENSMUSG00000001014	Icam4	ICAM4
ENSG00000105376	ENSMUSG00000032174	Icam5	ICAM5
ENSG00000220201	ENSMUSG00000079681	Zglp1	ZGLP1
ENSG00000167807	ENSMUSG00000079677	Fdx2	AC011511.1
ENSG00000167807	ENSMUSG00000111692	Gm49373	AC011511.1
ENSG00000267673	ENSMUSG00000079677	Fdx2	FDX2
ENSG00000267673	ENSMUSG00000111692	Gm49373	FDX2
ENSG00000161847	ENSMUSG00000111497	Gm38431	RAVER1
ENSG00000161847	ENSMUSG00000010205	Raver1	RAVER1
ENSG00000105397	ENSMUSG00000032175	Tyk2	TYK2
ENSG00000105401	ENSMUSG00000019471	Cdc37	CDC37
ENSG00000065989	ENSMUSG00000032177	Pde4a	PDE4A
ENSG00000079999	ENSMUSG00000003308	Keap1	KEAP1
ENSG00000180739	ENSMUSG00000045087	S1pr5	S1PR5
ENSG00000130734	ENSMUSG00000002820	Atg4d	ATG4D
ENSG00000129347	ENSMUSG00000035047	Kri1	KRI1
ENSG00000129355	ENSMUSG00000096472	Cdkn2d	CDKN2D
ENSG00000129354	ENSMUSG00000003309	Ap1m2	AP1M2
ENSG00000129353	ENSMUSG00000057193	Slc44a2	SLC44A2
ENSG00000129351	ENSMUSG00000032178	Ilf3	ILF3
ENSG00000213339	ENSMUSG00000002825	Qtrt1	QTRT1
ENSG00000079805	ENSMUSG00000033335	Dnm2	DNM2
ENSG00000207752	ENSMUSG00000065547	Mir199a-1	MIR199A1
ENSG00000099203	ENSMUSG00000032180	Tmed1	TMED1
ENSG00000214212	ENSMUSG00000057191	AB124611	C19orf38
ENSG00000142453	ENSMUSG00000032185	Carm1	CARM1
ENSG00000130733	ENSMUSG00000032182	Yipf2	YIPF2
ENSG00000142444	ENSMUSG00000048429	Timm29	TIMM29
ENSG00000127616	ENSMUSG00000032187	Smarca4	SMARCA4
ENSG00000276757	ENSMUSG00000092805	Gm26461	RN7SL192P
ENSG00000278643	ENSMUSG00000099192	Gm27373	AC006127.1
ENSG00000130164	ENSMUSG00000032193	Ldlr	LDLR
ENSG00000161888	ENSMUSG00000074476	Spc24	SPC24
ENSG00000197256	ENSMUSG00000032194	Kank2	KANK2
ENSG00000130158	ENSMUSG00000032198	Dock6	DOCK6
ENSG00000130173	ENSMUSG00000047822	Angptl8	ANGPTL8
ENSG00000105514	ENSMUSG00000019066	Rab3d	RAB3D
ENSG00000105518	ENSMUSG00000040883	Tmem205	TMEM205
ENSG00000183401	ENSMUSG00000006241	Ccdc159	CCDC159
ENSG00000105520	ENSMUSG00000040563	Plppr2	PLPPR2
ENSG00000173928	ENSMUSG00000051238	Swsap1	SWSAP1
ENSG00000187266	ENSMUSG00000006235	Epor	EPOR
ENSG00000205517	ENSMUSG00000040146	Rgl3	RGL3
ENSG00000198003	ENSMUSG00000039632	Ccdc151	CCDC151
ENSG00000130175	ENSMUSG00000003402	Prkcsh	PRKCSH
ENSG00000196361	ENSMUSG00000003410	Elavl3	ELAVL3
ENSG00000267477	ENSMUSG00000111842	Gm49318	AC008481.3
ENSG00000161914	ENSMUSG00000038895	Zfp653	ZNF653
ENSG00000130159	ENSMUSG00000066839	Ecsit	ECSIT
ENSG00000130176	ENSMUSG00000001349	Cnn1	CNN1
ENSG00000130165	ENSMUSG00000013822	Elof1	ELOF1
ENSG00000198551	ENSMUSG00000074472	Zfp872	ZNF627
ENSG00000198551	ENSMUSG00000092544	Gm20422	ZNF627
ENSG00000102575	ENSMUSG00000001348	Acp5	ACP5
ENSG00000177599	ENSMUSG00000055150	Zfp78	ZNF491
ENSG00000171295	ENSMUSG00000055150	Zfp78	ZNF440
ENSG00000171291	ENSMUSG00000055150	Zfp78	ZNF439
ENSG00000198429	ENSMUSG00000055150	Zfp78	ZNF69
ENSG00000196757	ENSMUSG00000052446	Zfp961	ZNF700
ENSG00000267179	ENSMUSG00000055150	Zfp78	AC008770.2
ENSG00000197054	ENSMUSG00000055150	Zfp78	ZNF763
ENSG00000197647	ENSMUSG00000052446	Zfp961	ZNF433
ENSG00000257446	ENSMUSG00000052446	Zfp961	ZNF878
ENSG00000132010	ENSMUSG00000055150	Zfp78	ZNF20
ENSG00000173875	ENSMUSG00000074194	Zfp791	ZNF791
ENSG00000269242	ENSMUSG00000005142	Man2b1	AC010422.3
ENSG00000104774	ENSMUSG00000005142	Man2b1	MAN2B1
ENSG00000269590	ENSMUSG00000005142	Man2b1	AC010422.5
ENSG00000123154	ENSMUSG00000005150	Wdr83	WDR83
ENSG00000105583	ENSMUSG00000059355	Wdr83os	WDR83OS
ENSG00000095059	ENSMUSG00000060038	Dhps	DHPS
ENSG00000132004	ENSMUSG00000008167	Fbxw9	FBXW9
ENSG00000105576	ENSMUSG00000031691	Tnpo2	TNPO2
ENSG00000209702	ENSMUSG00000077527	Gm25506	SNORD41
ENSG00000123144	ENSMUSG00000041203	Trir	TRIR
ENSG00000198356	ENSMUSG00000052456	Asna1	GET3
ENSG00000039987	ENSMUSG00000052819	Best2	BEST2
ENSG00000095066	ENSMUSG00000052566	Hook2	HOOK2
ENSG00000171223	ENSMUSG00000052837	Junb	JUNB
ENSG00000167815	ENSMUSG00000005161	Prdx2	PRDX2
ENSG00000284491	ENSMUSG00000111184	Gm49661	THSD8
ENSG00000104889	ENSMUSG00000052926	Rnaseh2a	RNASEH2A
ENSG00000132026	ENSMUSG00000048617	Rtbdn	RTBDN
ENSG00000105613	ENSMUSG00000053693	Mast1	MAST1
ENSG00000105612	ENSMUSG00000003812	Dnase2a	DNASE2
ENSG00000105610	ENSMUSG00000054191	Klf1	KLF1
ENSG00000105607	ENSMUSG00000003809	Gcdh	GCDH
ENSG00000161860	ENSMUSG00000003824	Syce2	SYCE2
ENSG00000179115	ENSMUSG00000003808	Farsa	FARSA
ENSG00000179218	ENSMUSG00000003814	Calr	CALR
ENSG00000179262	ENSMUSG00000003813	Rad23a	RAD23A
ENSG00000179271	ENSMUSG00000033751	Gadd45gip1	GADD45GIP1
ENSG00000179284	ENSMUSG00000053226	Dand5	DAND5
ENSG00000008441	ENSMUSG00000001911	Nfix	NFIX
ENSG00000104903	ENSMUSG00000034041	Lyl1	LYL1
ENSG00000104907	ENSMUSG00000001909	Trmt1	TRMT1
ENSG00000160877	ENSMUSG00000001910	Nacc1	NACC1
ENSG00000160888	ENSMUSG00000053560	Ier2	IER2
ENSG00000141837	ENSMUSG00000034656	Cacna1a	CACNA1A
ENSG00000104957	ENSMUSG00000004994	Ccdc130	CCDC130
ENSG00000037757	ENSMUSG00000004996	Mri1	MRI1
ENSG00000104979	ENSMUSG00000019362	D8Ertd738e	C19orf53
ENSG00000132003	ENSMUSG00000035671	Zswim4	ZSWIM4
ENSG00000207808	ENSMUSG00000065444	Mir27a	MIR27A
ENSG00000207980	ENSMUSG00000065611	Mir23a	MIR23A
ENSG00000187556	ENSMUSG00000056155	Nanos3	NANOS3
ENSG00000132016	ENSMUSG00000008129	4930432K21Rik	C19orf57
ENSG00000132024	ENSMUSG00000036686	Cc2d1a	CC2D1A
ENSG00000132000	ENSMUSG00000012889	Podnl1	PODNL1
ENSG00000132017	ENSMUSG00000037103	Dcaf15	DCAF15
ENSG00000132005	ENSMUSG00000031706	Rfx1	RFX1
ENSG00000171136	ENSMUSG00000045232	Rln3	RLN3
ENSG00000104998	ENSMUSG00000005465	Il27ra	IL27RA
ENSG00000187867	ENSMUSG00000047986	Palm3	PALM3
ENSG00000141854	ENSMUSG00000074217	Misp3	MISP3
ENSG00000188032	ENSMUSG00000046408	1700067K01Rik	C19orf67
ENSG00000072062	ENSMUSG00000005469	Prkaca	PRKACA
ENSG00000105011	ENSMUSG00000005470	Asf1b	ASF1B
ENSG00000072071	ENSMUSG00000013033	Adgrl1	ADGRL1
ENSG00000123146	ENSMUSG00000002885	Adgre5	ADGRE5
ENSG00000123136	ENSMUSG00000005481	Ddx39	DDX39A
ENSG00000123143	ENSMUSG00000057672	Pkn1	PKN1
ENSG00000160951	ENSMUSG00000019464	Ptger1	PTGER1
ENSG00000123159	ENSMUSG00000019433	Gipc1	GIPC1
ENSG00000132002	ENSMUSG00000005483	Dnajb1	DNAJB1
ENSG00000099797	ENSMUSG00000031708	Tecr	TECR
ENSG00000099795	ENSMUSG00000033938	Ndufb7	NDUFB7
ENSG00000188269	ENSMUSG00000048101	Olfr19	OR7A5
ENSG00000188269	ENSMUSG00000094080	Olfr8	OR7A5
ENSG00000188269	ENSMUSG00000094673	Olfr1354	OR7A5
ENSG00000188269	ENSMUSG00000046493	Olfr1352	OR7A5
ENSG00000127515	ENSMUSG00000048101	Olfr19	OR7A10
ENSG00000127515	ENSMUSG00000094080	Olfr8	OR7A10
ENSG00000127515	ENSMUSG00000094673	Olfr1354	OR7A10
ENSG00000127515	ENSMUSG00000046493	Olfr1352	OR7A10
ENSG00000185385	ENSMUSG00000048101	Olfr19	OR7A17
ENSG00000185385	ENSMUSG00000094080	Olfr8	OR7A17
ENSG00000185385	ENSMUSG00000094673	Olfr1354	OR7A17
ENSG00000185385	ENSMUSG00000046493	Olfr1352	OR7A17
ENSG00000127529	ENSMUSG00000051190	Olfr1356	OR7C2
ENSG00000105143	ENSMUSG00000005357	Slc1a6	SLC1A6
ENSG00000160994	ENSMUSG00000078442	Ccdc105	CCDC105
ENSG00000105141	ENSMUSG00000005355	Casp14	CASP14
ENSG00000094661	ENSMUSG00000071185	Olfr1357	OR1I1
ENSG00000105137	ENSMUSG00000032714	Syde1	SYDE1
ENSG00000105135	ENSMUSG00000032763	Ilvbl	ILVBL
ENSG00000252661	ENSMUSG00000087782	Gm23169	RNU6-782P
ENSG00000074181	ENSMUSG00000038146	Notch3	NOTCH3
ENSG00000105131	ENSMUSG00000037577	Ephx3	EPHX3
ENSG00000141867	ENSMUSG00000024002	Brd4	BRD4
ENSG00000105127	ENSMUSG00000024045	Akap8	AKAP8
ENSG00000011243	ENSMUSG00000002625	Akap8l	AKAP8L
ENSG00000011451	ENSMUSG00000024050	Wiz	WIZ
ENSG00000105122	ENSMUSG00000052142	Rasal3	RASAL3
ENSG00000161031	ENSMUSG00000079563	Pglyrp2	PGLYRP2
ENSG00000171954	ENSMUSG00000061126	Cyp4f39	CYP4F22
ENSG00000186526	ENSMUSG00000048440	Cyp4f16	CYP4F8
ENSG00000186526	ENSMUSG00000062464	Cyp4f37	CYP4F8
ENSG00000186526	ENSMUSG00000024055	Cyp4f13	CYP4F8
ENSG00000186526	ENSMUSG00000091586	Cyp4f17	CYP4F8
ENSG00000186529	ENSMUSG00000003484	Cyp4f18	CYP4F3
ENSG00000186204	ENSMUSG00000084346	Cyp4a30b	CYP4F12
ENSG00000186204	ENSMUSG00000066072	Cyp4a10	CYP4F12
ENSG00000186204	ENSMUSG00000063929	Cyp4a32	CYP4F12
ENSG00000186204	ENSMUSG00000028712	Cyp4a31	CYP4F12
ENSG00000171942	ENSMUSG00000093884	Olfr239	OR10H2
ENSG00000171942	ENSMUSG00000096169	Olfr1564	OR10H2
ENSG00000171942	ENSMUSG00000094891	Olfr55	OR10H2
ENSG00000171936	ENSMUSG00000054666	Olfr63	OR10H3
ENSG00000172519	ENSMUSG00000093884	Olfr239	OR10H5
ENSG00000172519	ENSMUSG00000096169	Olfr1564	OR10H5
ENSG00000172519	ENSMUSG00000094891	Olfr55	OR10H5
ENSG00000186723	ENSMUSG00000093884	Olfr239	OR10H1
ENSG00000186723	ENSMUSG00000096169	Olfr1564	OR10H1
ENSG00000186723	ENSMUSG00000094891	Olfr55	OR10H1
ENSG00000186115	ENSMUSG00000073424	Cyp4f15	CYP4F2
ENSG00000186115	ENSMUSG00000090700	Cyp4f40	CYP4F2
ENSG00000186115	ENSMUSG00000024292	Cyp4f14	CYP4F2
ENSG00000171903	ENSMUSG00000084346	Cyp4a30b	CYP4F11
ENSG00000171903	ENSMUSG00000066072	Cyp4a10	CYP4F11
ENSG00000171903	ENSMUSG00000063929	Cyp4a32	CYP4F11
ENSG00000171903	ENSMUSG00000028712	Cyp4a31	CYP4F11
ENSG00000176231	ENSMUSG00000054666	Olfr63	OR10H4
ENSG00000167460	ENSMUSG00000031799	Tpm4	TPM4
ENSG00000167461	ENSMUSG00000003037	Rab8a	RAB8A
ENSG00000196684	ENSMUSG00000062007	Hsh2d	HSH2D
ENSG00000141977	ENSMUSG00000074240	Cib3	CIB3
ENSG00000105058	ENSMUSG00000003039	Fam32a	FAM32A
ENSG00000072958	ENSMUSG00000003033	Ap1m1	AP1M1
ENSG00000127528	ENSMUSG00000055148	Klf2	KLF2
ENSG00000127527	ENSMUSG00000006276	Eps15l1	EPS15L1
ENSG00000269058	ENSMUSG00000019732	Calr3	CALR3
ENSG00000141979	ENSMUSG00000045248	Med26	AC008764.1
ENSG00000105072	ENSMUSG00000052794	1700030K09Rik	C19orf44
ENSG00000085872	ENSMUSG00000052488	Cherp	CHERP
ENSG00000127526	ENSMUSG00000019731	Slc35e1	SLC35E1
ENSG00000105085	ENSMUSG00000045248	Med26	MED26
ENSG00000214046	ENSMUSG00000044600	Smim7	SMIM7
ENSG00000072954	ENSMUSG00000031791	Tmem38a	TMEM38A
ENSG00000188039	ENSMUSG00000048148	Nwd1	NWD1
ENSG00000127511	ENSMUSG00000031622	Sin3b	SIN3B
ENSG00000127533	ENSMUSG00000050147	F2rl3	F2RL3
ENSG00000131351	ENSMUSG00000035439	Haus8	HAUS8
ENSG00000099331	ENSMUSG00000004677	Myo9b	MYO9B
ENSG00000053501	ENSMUSG00000002395	Use1	USE1
ENSG00000099330	ENSMUSG00000002396	Ocel1	OCEL1
ENSG00000160113	ENSMUSG00000002393	Nr2f6	NR2F6
ENSG00000130307	ENSMUSG00000034911	Ushbp1	USHBP1
ENSG00000105393	ENSMUSG00000031820	Babam1	BABAM1
ENSG00000269307	ENSMUSG00000031820	Babam1	AC010463.1
ENSG00000160117	ENSMUSG00000046295	Ankle1	ANKLE1
ENSG00000127220	ENSMUSG00000007950	Abhd8	ABHD8
ENSG00000130312	ENSMUSG00000034880	Mrpl34	MRPL34
ENSG00000130311	ENSMUSG00000074247	Dda1	DDA1
ENSG00000074855	ENSMUSG00000034863	Ano8	ANO8
ENSG00000130299	ENSMUSG00000007610	Gtpbp3	GTPBP3
ENSG00000130300	ENSMUSG00000034845	Plvap	PLVAP
ENSG00000269720	ENSMUSG00000108900	Ccdc194	CCDC194
ENSG00000130303	ENSMUSG00000046718	Bst2	BST2
ENSG00000141971	ENSMUSG00000031813	Mvb12a	MVB12A
ENSG00000188051	ENSMUSG00000043664	Tmem221	TMEM221
ENSG00000269035	ENSMUSG00000043664	Tmem221	AC010319.2
ENSG00000171773	ENSMUSG00000034829	Nxnl1	NXNL1
ENSG00000130304	ENSMUSG00000031808	Slc27a1	SLC27A1
ENSG00000130313	ENSMUSG00000031807	Pgls	PGLS
ENSG00000167483	ENSMUSG00000043243	Fam129c	NIBAN3
ENSG00000130309	ENSMUSG00000034807	Colgalt1	COLGALT1
ENSG00000130477	ENSMUSG00000034799	Unc13a	UNC13A
ENSG00000130479	ENSMUSG00000019261	Map1s	MAP1S
ENSG00000130475	ENSMUSG00000070000	Fcho1	FCHO1
ENSG00000179913	ENSMUSG00000031803	B3gnt3	B3GNT3
ENSG00000105639	ENSMUSG00000031805	Jak3	JAK3
ENSG00000105640	ENSMUSG00000045128	Rpl18a	RPL18A
ENSG00000207166	ENSMUSG00000077563	Snora68	SNORA68
ENSG00000105641	ENSMUSG00000000792	Slc5a5	SLC5A5
ENSG00000007080	ENSMUSG00000007721	Ccdc124	CCDC124
ENSG00000105642	ENSMUSG00000002908	Kcnn1	KCNN1
ENSG00000105643	ENSMUSG00000002910	Arrdc2	ARRDC2
ENSG00000096996	ENSMUSG00000000791	Il12rb1	IL12RB1
ENSG00000099308	ENSMUSG00000031833	Mast3	MAST3
ENSG00000268173	ENSMUSG00000031834	Pik3r2	AC007192.1
ENSG00000105647	ENSMUSG00000031834	Pik3r2	PIK3R2
ENSG00000254858	ENSMUSG00000035559	Mpv17l2	MPV17L2
ENSG00000105649	ENSMUSG00000031840	Rab3a	RAB3A
ENSG00000285188	ENSMUSG00000031842	Pde4c	AC008397.2
ENSG00000105650	ENSMUSG00000031842	Pde4c	PDE4C
ENSG00000130518	ENSMUSG00000110622	Iqcn	IQCN
ENSG00000130522	ENSMUSG00000071076	Jund	JUND
ENSG00000130520	ENSMUSG00000031848	Lsm4	LSM4
ENSG00000130517	ENSMUSG00000056204	Pgpep1	PGPEP1
ENSG00000130513	ENSMUSG00000038508	Gdf15	GDF15
ENSG00000175489	ENSMUSG00000049988	Lrrc25	LRRC25
ENSG00000130511	ENSMUSG00000070003	Ssbp4	SSBP4
ENSG00000105655	ENSMUSG00000019139	Isyna1	ISYNA1
ENSG00000105656	ENSMUSG00000070002	Ell	ELL
ENSG00000105701	ENSMUSG00000019428	Fkbp8	FKBP8
ENSG00000105700	ENSMUSG00000055553	Kxd1	KXD1
ENSG00000221983	ENSMUSG00000068240	Gm11808	UBA52
ENSG00000221983	ENSMUSG00000090137	Uba52	UBA52
ENSG00000006016	ENSMUSG00000007888	Crlf1	CRLF1
ENSG00000006015	ENSMUSG00000058833	Rex1bd	REX1BD
ENSG00000105696	ENSMUSG00000035964	Tmem59l	TMEM59L
ENSG00000167487	ENSMUSG00000055707	Klhl26	KLHL26
ENSG00000105662	ENSMUSG00000003575	Crtc1	CRTC1
ENSG00000105664	ENSMUSG00000031849	Comp	COMP
ENSG00000005007	ENSMUSG00000058301	Upf1	UPF1
ENSG00000130283	ENSMUSG00000109523	Gdf1	GDF1
ENSG00000130283	ENSMUSG00000087408	Cers1	GDF1
ENSG00000223802	ENSMUSG00000109523	Gdf1	CERS1
ENSG00000223802	ENSMUSG00000087408	Cers1	CERS1
ENSG00000105669	ENSMUSG00000055681	Cope	COPE
ENSG00000105671	ENSMUSG00000057788	Ddx49	DDX49
ENSG00000051128	ENSMUSG00000003573	Homer3	HOMER3
ENSG00000064607	ENSMUSG00000036054	Sugp2	SUGP2
ENSG00000105676	ENSMUSG00000002343	Armc6	ARMC6
ENSG00000181035	ENSMUSG00000002346	Slc25a42	SLC25A42
ENSG00000064545	ENSMUSG00000002342	Tmem161a	TMEM161A
ENSG00000213999	ENSMUSG00000079033	Mef2b	MEF2B
ENSG00000064489	ENSMUSG00000002345	Borcs8	BORCS8-MEF2B
ENSG00000254901	ENSMUSG00000002345	Borcs8	BORCS8
ENSG00000064490	ENSMUSG00000036120	Rfxank	RFXANK
ENSG00000184162	ENSMUSG00000071078	Nr2c2ap	NR2C2AP
ENSG00000130287	ENSMUSG00000002341	Ncan	NCAN
ENSG00000252973	ENSMUSG00000064670	Gm22808	RNU6-1028P
ENSG00000187664	ENSMUSG00000007594	Hapln4	HAPLN4
ENSG00000213996	ENSMUSG00000036151	Tm6sf2	TM6SF2
ENSG00000105705	ENSMUSG00000011306	Sugp1	SUGP1
ENSG00000129933	ENSMUSG00000031858	Mau2	MAU2
ENSG00000167491	ENSMUSG00000036180	Gatad2a	GATAD2A
ENSG00000178093	ENSMUSG00000047654	Tssk6	TSSK6
ENSG00000186010	ENSMUSG00000036199	Ndufa13	NDUFA13
ENSG00000250067	ENSMUSG00000048967	Yjefn3	YJEFN3
ENSG00000160161	ENSMUSG00000044006	Cilp2	CILP2
ENSG00000105717	ENSMUSG00000031860	Pbx4	PBX4
ENSG00000064547	ENSMUSG00000031861	Lpar2	LPAR2
ENSG00000089639	ENSMUSG00000036246	Gmip	GMIP
ENSG00000105726	ENSMUSG00000031862	Atp13a1	ATP13A1
ENSG00000256771	ENSMUSG00000058246	Gm10037	ZNF253
ENSG00000256771	ENSMUSG00000098692	Gm28041	ZNF253
ENSG00000256771	ENSMUSG00000097565	Gm26965	ZNF253
ENSG00000197124	ENSMUSG00000048280	Zfp738	ZNF682
ENSG00000197124	ENSMUSG00000098905	Zfp953	ZNF682
ENSG00000197124	ENSMUSG00000057842	Zfp595	ZNF682
ENSG00000197124	ENSMUSG00000114923	Gm49345	ZNF682
ENSG00000197124	ENSMUSG00000055341	Zfp457	ZNF682
ENSG00000237440	ENSMUSG00000058246	Gm10037	ZNF737
ENSG00000237440	ENSMUSG00000098692	Gm28041	ZNF737
ENSG00000237440	ENSMUSG00000097565	Gm26965	ZNF737
ENSG00000188171	ENSMUSG00000058246	Gm10037	ZNF626
ENSG00000188171	ENSMUSG00000098692	Gm28041	ZNF626
ENSG00000188171	ENSMUSG00000097565	Gm26965	ZNF626
ENSG00000160229	ENSMUSG00000058246	Gm10037	ZNF66
ENSG00000160229	ENSMUSG00000098692	Gm28041	ZNF66
ENSG00000160229	ENSMUSG00000097565	Gm26965	ZNF66
ENSG00000105750	ENSMUSG00000048280	Zfp738	ZNF85
ENSG00000105750	ENSMUSG00000098905	Zfp953	ZNF85
ENSG00000105750	ENSMUSG00000057842	Zfp595	ZNF85
ENSG00000105750	ENSMUSG00000114923	Gm49345	ZNF85
ENSG00000105750	ENSMUSG00000055341	Zfp457	ZNF85
ENSG00000118620	ENSMUSG00000058246	Gm10037	ZNF430
ENSG00000118620	ENSMUSG00000098692	Gm28041	ZNF430
ENSG00000118620	ENSMUSG00000097565	Gm26965	ZNF430
ENSG00000196705	ENSMUSG00000058246	Gm10037	ZNF431
ENSG00000196705	ENSMUSG00000098692	Gm28041	ZNF431
ENSG00000196705	ENSMUSG00000097565	Gm26965	ZNF431
ENSG00000197013	ENSMUSG00000059839	Zfp874b	ZNF429
ENSG00000197013	ENSMUSG00000058900	Rsl1	ZNF429
ENSG00000197013	ENSMUSG00000058331	Zfp85	ZNF429
ENSG00000197013	ENSMUSG00000071291	Zfp58	ZNF429
ENSG00000197013	ENSMUSG00000069206	Zfp874a	ZNF429
ENSG00000197013	ENSMUSG00000078995	Zfp456	ZNF429
ENSG00000197013	ENSMUSG00000051037	Zfp455	ZNF429
ENSG00000197013	ENSMUSG00000030446	Zfp273	ZNF429
ENSG00000197013	ENSMUSG00000078994	Zfp429	ZNF429
ENSG00000197013	ENSMUSG00000090659	Zfp493	ZNF429
ENSG00000197013	ENSMUSG00000069184	Zfp72	ZNF429
ENSG00000197013	ENSMUSG00000058883	Zfp708	ZNF429
ENSG00000197013	ENSMUSG00000097333	Zfp87	ZNF429
ENSG00000197020	ENSMUSG00000058246	Gm10037	ZNF100
ENSG00000197020	ENSMUSG00000098692	Gm28041	ZNF100
ENSG00000197020	ENSMUSG00000097565	Gm26965	ZNF100
ENSG00000197134	ENSMUSG00000058246	Gm10037	ZNF257
ENSG00000197134	ENSMUSG00000098692	Gm28041	ZNF257
ENSG00000197134	ENSMUSG00000097565	Gm26965	ZNF257
ENSG00000197360	ENSMUSG00000058246	Gm10037	ZNF98
ENSG00000197360	ENSMUSG00000098692	Gm28041	ZNF98
ENSG00000197360	ENSMUSG00000097565	Gm26965	ZNF98
ENSG00000268696	ENSMUSG00000058246	Gm10037	ZNF723
ENSG00000268696	ENSMUSG00000098692	Gm28041	ZNF723
ENSG00000268696	ENSMUSG00000097565	Gm26965	ZNF723
ENSG00000183850	ENSMUSG00000058246	Gm10037	ZNF730
ENSG00000183850	ENSMUSG00000098692	Gm28041	ZNF730
ENSG00000183850	ENSMUSG00000097565	Gm26965	ZNF730
ENSG00000196081	ENSMUSG00000048280	Zfp738	ZNF724
ENSG00000196081	ENSMUSG00000098905	Zfp953	ZNF724
ENSG00000196081	ENSMUSG00000057842	Zfp595	ZNF724
ENSG00000196081	ENSMUSG00000114923	Gm49345	ZNF724
ENSG00000196081	ENSMUSG00000055341	Zfp457	ZNF724
ENSG00000283201	ENSMUSG00000058246	Gm10037	AC092329.3
ENSG00000283201	ENSMUSG00000098692	Gm28041	AC092329.3
ENSG00000283201	ENSMUSG00000097565	Gm26965	AC092329.3
ENSG00000197372	ENSMUSG00000058246	Gm10037	ZNF675
ENSG00000197372	ENSMUSG00000098692	Gm28041	ZNF675
ENSG00000197372	ENSMUSG00000097565	Gm26965	ZNF675
ENSG00000196172	ENSMUSG00000048280	Zfp738	ZNF681
ENSG00000196172	ENSMUSG00000098905	Zfp953	ZNF681
ENSG00000196172	ENSMUSG00000057842	Zfp595	ZNF681
ENSG00000196172	ENSMUSG00000114923	Gm49345	ZNF681
ENSG00000196172	ENSMUSG00000055341	Zfp457	ZNF681
ENSG00000169021	ENSMUSG00000038462	Uqcrfs1	UQCRFS1
ENSG00000187135	ENSMUSG00000039257	Vstm2b	VSTM2B
ENSG00000105171	ENSMUSG00000030423	Pop4	POP4
