Gene stable ID	Human gene stable ID	Human gene name	Gene name
ENSMMUG00000061230			Metazoa_SRP
ENSMMUG00000059467			
ENSMMUG00000061413			
ENSMMUG00000000190	ENSG00000118263	KLF7	KLF7
ENSMMUG00000038942	ENSG00000244307	RN7SL395P	Metazoa_SRP
ENSMMUG00000009895	ENSG00000186832	KRT16	KRT16
ENSMMUG00000057819	ENSG00000174992	ZG16	ZG16
ENSMMUG00000032817			
ENSMMUG00000013800	ENSG00000111058	ACSS3	ACSS3
ENSMMUG00000060718	ENSG00000201943	SNORD115-10	SNORD115
ENSMMUG00000058034			
ENSMMUG00000051145			
ENSMMUG00000062913			U2
ENSMMUG00000054295			
ENSMMUG00000034697	ENSG00000252155	RNU6-941P	U6
ENSMMUG00000034697	ENSG00000207332	RNU6-146P	U6
ENSMMUG00000002984	ENSG00000179889	PDXDC1	PDXDC1
ENSMMUG00000033970			mml-mir-937
ENSMMUG00000051112	ENSG00000088356	PDRG1	PDRG1
ENSMMUG00000056008			
ENSMMUG00000027796	ENSG00000207244	SNORA70	SNORA70
ENSMMUG00000017304	ENSG00000083093	PALB2	PALB2
ENSMMUG00000053828			
ENSMMUG00000036210	ENSG00000238777	RNU7-141P	U7
ENSMMUG00000011821	ENSG00000110697	PITPNM1	PITPNM1
ENSMMUG00000005844	ENSG00000136875	PRPF4	PRPF4
ENSMMUG00000054958			Metazoa_SRP
ENSMMUG00000019174	ENSG00000053438	NNAT	NNAT
ENSMMUG00000056607			
ENSMMUG00000023646	ENSG00000104765	BNIP3L	BNIP3L
ENSMMUG00000064518			
ENSMMUG00000037874	ENSG00000265093	RN7SL246P	Metazoa_SRP
ENSMMUG00000035471	ENSG00000252469	RNU7-160P	U7
ENSMMUG00000031463	ENSG00000177192	PUS1	PUS1
ENSMMUG00000013466	ENSG00000155158	TTC39B	TTC39B
ENSMMUG00000013379	ENSG00000161016	RPL8	RPL8
ENSMMUG00000026218	ENSG00000207320	Y_RNA	Y_RNA
ENSMMUG00000006248	ENSG00000187260	WDR86	WDR86
ENSMMUG00000059825			Metazoa_SRP
ENSMMUG00000056427			
ENSMMUG00000051210			
ENSMMUG00000016669	ENSG00000161642	ZNF385A	ZNF385A
ENSMMUG00000055395			Y_RNA
ENSMMUG00000016491	ENSG00000167261	DPEP2	DPEP2
ENSMMUG00000023001	ENSG00000274209	ANTXRL	
ENSMMUG00000057463			
ENSMMUG00000059177	ENSG00000067057	PFKP	
ENSMMUG00000000399	ENSG00000068796	KIF2A	KIF2A
ENSMMUG00000013588	ENSG00000186314	PRELID2	PRELID2
ENSMMUG00000006281	ENSG00000121022	COPS5	COPS5
ENSMMUG00000053371			Metazoa_SRP
ENSMMUG00000038921	ENSG00000241866	RN7SL401P	Metazoa_SRP
ENSMMUG00000033778	ENSG00000221676	RNU6ATAC	RNU6ATAC
ENSMMUG00000043958			
ENSMMUG00000051028			
ENSMMUG00000044486	ENSG00000129244	ATP1B2	ATP1B2
ENSMMUG00000017005	ENSG00000166170	BAG5	BAG5
ENSMMUG00000017904	ENSG00000131711	MAP1B	MAP1B
ENSMMUG00000016776	ENSG00000188419	CHM	CHM
ENSMMUG00000019351	ENSG00000163464	CXCR1	CXCR1
ENSMMUG00000062940	ENSG00000265740	RN7SL339P	Metazoa_SRP
ENSMMUG00000062714			
ENSMMUG00000052128			
ENSMMUG00000020898	ENSG00000134030	CTIF	CTIF
ENSMMUG00000011498	ENSG00000147251	DOCK11	DOCK11
ENSMMUG00000014102	ENSG00000168395	ING5	ING5
ENSMMUG00000061634			Metazoa_SRP
ENSMMUG00000003574	ENSG00000139323	POC1B	POC1B
ENSMMUG00000013220	ENSG00000165168	CYBB	CYBB
ENSMMUG00000061545			Metazoa_SRP
ENSMMUG00000033094	ENSG00000252922	RNU6-365P	U6
ENSMMUG00000009392	ENSG00000035720	STAP1	STAP1
ENSMMUG00000016294	ENSG00000196074	SYCP2	SYCP2
ENSMMUG00000007176	ENSG00000135636	DYSF	DYSF
ENSMMUG00000033074	ENSG00000208839	SNORA35	SNORA35
ENSMMUG00000043417			
ENSMMUG00000054310	ENSG00000171126	KCNG3	KCNG3
ENSMMUG00000021210	ENSG00000185905	C16orf54	C20H16orf54
ENSMMUG00000034741			U6
ENSMMUG00000033488	ENSG00000216009	MIR874	mml-mir-874
ENSMMUG00000062628			
ENSMMUG00000000377	ENSG00000067182	TNFRSF1A	TNFRSF1A
ENSMMUG00000042124			
ENSMMUG00000011496	ENSG00000139697	SBNO1	SBNO1
ENSMMUG00000056931			
ENSMMUG00000024531	ENSG00000200686	RNY3P3	Y_RNA
ENSMMUG00000002316	ENSG00000203880	PCMTD2	PCMTD2
ENSMMUG00000049835	ENSG00000200702	Y_RNA	Y_RNA
ENSMMUG00000050703			
ENSMMUG00000062234	ENSG00000201943	SNORD115-10	SNORD115
ENSMMUG00000051990			
ENSMMUG00000054235			
ENSMMUG00000052199	ENSG00000137142	IGFBPL1	IGFBPL1
ENSMMUG00000007618	ENSG00000137747	TMPRSS13	TMPRSS13
ENSMMUG00000003748	ENSG00000150630	VEGFC	VEGFC
ENSMMUG00000033177			mml-mir-764
ENSMMUG00000059480			
ENSMMUG00000011835	ENSG00000137672	TRPC6	TRPC6
ENSMMUG00000050929	ENSG00000141404	GNAL	GNAL
ENSMMUG00000060650			
ENSMMUG00000056477			
ENSMMUG00000062935			
ENSMMUG00000014159	ENSG00000196363	WDR5	WDR5
ENSMMUG00000016708	ENSG00000147324	MFHAS1	MFHAS1
ENSMMUG00000062840			
ENSMMUG00000057473			
ENSMMUG00000057777	ENSG00000175325	PROP1	PROP1
ENSMMUG00000062938			
ENSMMUG00000028891	ENSG00000185189	NRBP2	NRBP2
ENSMMUG00000017608	ENSG00000260456	C16orf95	C16orf95
ENSMMUG00000010455	ENSG00000110195	FOLR1	FOLR1
ENSMMUG00000009800	ENSG00000166224	SGPL1	SGPL1
ENSMMUG00000016245	ENSG00000186187	ZNRF1	ZNRF1
ENSMMUG00000011929			HNRNPA0
ENSMMUG00000050516			
ENSMMUG00000008777	ENSG00000198363	ASPH	ASPH
ENSMMUG00000007102	ENSG00000151503	NCAPD3	NCAPD3
ENSMMUG00000064871			
ENSMMUG00000054907			
ENSMMUG00000062543	ENSG00000168748	CA7	CA7
ENSMMUG00000055598	ENSG00000274711	Metazoa_SRP	Metazoa_SRP
ENSMMUG00000055598	ENSG00000277668	Metazoa_SRP	Metazoa_SRP
ENSMMUG00000015992	ENSG00000174684	B4GAT1	B4GAT1
ENSMMUG00000051879	ENSG00000105270	CLIP3	CLIP3
ENSMMUG00000062909	ENSG00000276158	MIR1264	MIR1264
ENSMMUG00000055593	ENSG00000112218	GPR63	GPR63
ENSMMUG00000053362			Metazoa_SRP
ENSMMUG00000006249	ENSG00000127377	CRYGN	CRYGN
ENSMMUG00000053011			
ENSMMUG00000054887	ENSG00000277029	RNU6-1192P	U6
ENSMMUG00000054887	ENSG00000277341	RNU6-489P	U6
ENSMMUG00000040274	ENSG00000147381	MAGEA4	MAGEA4
ENSMMUG00000063284			Metazoa_SRP
ENSMMUG00000060041			
ENSMMUG00000042221			
ENSMMUG00000064015			
ENSMMUG00000017224	ENSG00000132792	CTNNBL1	CTNNBL1
ENSMMUG00000063872			
ENSMMUG00000051500			
ENSMMUG00000050669			
ENSMMUG00000059635			
ENSMMUG00000033526			mml-mir-1298
ENSMMUG00000042891	ENSG00000103485	QPRT	QPRT
ENSMMUG00000011163			MS4A12
ENSMMUG00000051921			
ENSMMUG00000022109	ENSG00000177675	CD163L1	CD163L1
ENSMMUG00000062754			
ENSMMUG00000030683	ENSG00000152192	POU4F1	POU4F1
ENSMMUG00000060849			Metazoa_SRP
ENSMMUG00000059237			Metazoa_SRP
ENSMMUG00000023791	ENSG00000139218	SCAF11	SCAF11
ENSMMUG00000008639	ENSG00000141510	TP53	TP53
ENSMMUG00000042420	ENSG00000240694	PNMA2	PNMA2
ENSMMUG00000057334			
ENSMMUG00000013408	ENSG00000196456	ZNF775	ZNF517
ENSMMUG00000064891			Metazoa_SRP
ENSMMUG00000060935			
ENSMMUG00000056111	ENSG00000201943	SNORD115-10	SNORD115
ENSMMUG00000017610			
ENSMMUG00000003909	ENSG00000087086	FTL	FTL
ENSMMUG00000040555			mml-mir-4803
ENSMMUG00000059795			
ENSMMUG00000013057	ENSG00000137124	ALDH1B1	ALDH1B1
ENSMMUG00000034444			mml-mir-1911
ENSMMUG00000050342			
ENSMMUG00000020595	ENSG00000166342	NETO1	NETO1
ENSMMUG00000006803	ENSG00000126214	KLC1	KLC1
ENSMMUG00000032544			
ENSMMUG00000033660	ENSG00000221300		
ENSMMUG00000035758	ENSG00000238622	SNORD97	SNORD97
ENSMMUG00000064159			
ENSMMUG00000045714	ENSG00000168754	FAM178B	FAM178B
ENSMMUG00000003505	ENSG00000069509	FUNDC1	FUNDC1
ENSMMUG00000064412			
ENSMMUG00000053823			
ENSMMUG00000056723			
ENSMMUG00000015929			
ENSMMUG00000052496			
ENSMMUG00000010936	ENSG00000102287	GABRE	GABRE
ENSMMUG00000027945	ENSG00000207309	RNU4-70P	U4
ENSMMUG00000051985			
ENSMMUG00000038898	ENSG00000241959	RN7SL76P	Metazoa_SRP
ENSMMUG00000059518			
ENSMMUG00000014723	ENSG00000118162	KPTN	KPTN
ENSMMUG00000050853			
ENSMMUG00000063535	ENSG00000103264	FBXO31	FBXO31
ENSMMUG00000032745	ENSG00000199001	MIR448	mml-mir-448
ENSMMUG00000056824			
ENSMMUG00000010935	ENSG00000174358	SLC6A19	SLC6A19
ENSMMUG00000011697	ENSG00000152193	OBI1	OBI1
ENSMMUG00000061956			Metazoa_SRP
ENSMMUG00000049184			
ENSMMUG00000064304			
ENSMMUG00000013053	ENSG00000182310	SPACA6	SPACA6
ENSMMUG00000016726	ENSG00000172840	PDP2	PDP2
ENSMMUG00000010956	ENSG00000185338	SOCS1	SOCS1
ENSMMUG00000063436			
ENSMMUG00000016278	ENSG00000115944	COX7A2L	
ENSMMUG00000052380			Metazoa_SRP
ENSMMUG00000050915			Metazoa_SRP
ENSMMUG00000049550			Metazoa_SRP
ENSMMUG00000012621	ENSG00000112214	FHL5	FHL5
ENSMMUG00000051076	ENSG00000106615	RHEB	RHEB
ENSMMUG00000064889			
ENSMMUG00000012718	ENSG00000092964	DPYSL2	DPYSL2
ENSMMUG00000016357	ENSG00000078795	PKD2L2	PKD2L2
ENSMMUG00000057743	ENSG00000263201	DPEP2NB	DPEP2NB
ENSMMUG00000015991	ENSG00000174744	BRMS1	BRMS1
ENSMMUG00000022224	ENSG00000123496	IL13RA2	IL13RA2
ENSMMUG00000007394	ENSG00000109674	NEIL3	NEIL3
ENSMMUG00000051757	ENSG00000171497	PPID	
ENSMMUG00000059594	ENSG00000201943	SNORD115-10	SNORD115
ENSMMUG00000022601	ENSG00000118260	CREB1	CREB1
ENSMMUG00000016143	ENSG00000197471	SPN	SPN
ENSMMUG00000026804	ENSG00000272020	RNU1-30P	U1
ENSMMUG00000064686			Metazoa_SRP
ENSMMUG00000062105			
ENSMMUG00000024754	ENSG00000201660		
ENSMMUG00000052565			Metazoa_SRP
ENSMMUG00000014880	ENSG00000137642	SORL1	SORL1
ENSMMUG00000022808	ENSG00000163466	ARPC2	ARPC2
ENSMMUG00000008023	ENSG00000263639	MSMB	MSMB
ENSMMUG00000011438	ENSG00000198730	CTR9	CTR9
ENSMMUG00000021484	ENSG00000141458	NPC1	NPC1
ENSMMUG00000038393	ENSG00000266439	RN7SL493P	Metazoa_SRP
ENSMMUG00000003118	ENSG00000121281	ADCY7	ADCY7
ENSMMUG00000013050	ENSG00000105509	HAS1	HAS1
ENSMMUG00000059078			
ENSMMUG00000059153			
ENSMMUG00000037689			
ENSMMUG00000020783	ENSG00000187151	ANGPTL5	ANGPTL5
ENSMMUG00000058938	ENSG00000253958	CLDN23	CLDN23
ENSMMUG00000053999			
ENSMMUG00000023378	ENSG00000070961	ATP2B1	ATP2B1
ENSMMUG00000026053	ENSG00000202336	RNU6-359P	U6
ENSMMUG00000001392	ENSG00000133302	SLF1	SLF1
ENSMMUG00000060983			
ENSMMUG00000012333	ENSG00000166220	TBATA	TBATA
ENSMMUG00000050343			
ENSMMUG00000001260	ENSG00000156738	MS4A1	MS4A1
ENSMMUG00000000750	ENSG00000092871	RFFL	RFFL
ENSMMUG00000014423	ENSG00000104218	CSPP1	CSPP1
ENSMMUG00000017905	ENSG00000113048	MRPS27	MRPS27
ENSMMUG00000065144			
ENSMMUG00000063393			
ENSMMUG00000016727	ENSG00000166589	CDH16	CDH16
ENSMMUG00000003915	ENSG00000183207	RUVBL2	RUVBL2
ENSMMUG00000064333			
ENSMMUG00000013221	ENSG00000165169	DYNLT3	DYNLT3
ENSMMUG00000016842			
ENSMMUG00000010836	ENSG00000182810	DDX28	DDX28
ENSMMUG00000011474	ENSG00000122121	XPNPEP2	XPNPEP2
ENSMMUG00000053143	ENSG00000181404	WASHC1	
ENSMMUG00000053143	ENSG00000182484	WASH6P	
ENSMMUG00000053286	ENSG00000201943	SNORD115-10	SNORD115
ENSMMUG00000063462			
ENSMMUG00000060075			
ENSMMUG00000041115	ENSG00000251831	RNU6-1114P	U6
ENSMMUG00000052889	ENSG00000278226	Metazoa_SRP	Metazoa_SRP
ENSMMUG00000058267	ENSG00000139433	GLTP	GLTP
ENSMMUG00000012616	ENSG00000014123	UFL1	UFL1
ENSMMUG00000064822			
ENSMMUG00000022037	ENSG00000166816	LDHD	LDHD
ENSMMUG00000063948			
ENSMMUG00000011550	ENSG00000147789	ZNF7	ZNF7
ENSMMUG00000049466			
ENSMMUG00000012847	ENSG00000114544	SLC41A3	SLC41A3
ENSMMUG00000017607	ENSG00000145911	N4BP3	N4BP3
ENSMMUG00000064631			
ENSMMUG00000026244	ENSG00000206808	Y_RNA	Y_RNA
ENSMMUG00000055185			
ENSMMUG00000060469			Metazoa_SRP
ENSMMUG00000054243			
ENSMMUG00000027020	ENSG00000199051	MIR361	mml-mir-361
ENSMMUG00000053150			Metazoa_SRP
ENSMMUG00000055400	ENSG00000251960	RNU6-559P	U6
ENSMMUG00000063064			Metazoa_SRP
ENSMMUG00000054625			
ENSMMUG00000052846			Metazoa_SRP
ENSMMUG00000042383			
ENSMMUG00000000400	ENSG00000086189	DIMT1	DIMT1
ENSMMUG00000054121			Metazoa_SRP
ENSMMUG00000017307	ENSG00000134077	THUMPD3	THUMPD3
ENSMMUG00000018548	ENSG00000180902	D2HGDH	D2HGDH
ENSMMUG00000013049	ENSG00000171051	FPR1	FPR1
ENSMMUG00000012658	ENSG00000186566	GPATCH8	GPATCH8
ENSMMUG00000053977			
ENSMMUG00000052909			
ENSMMUG00000021844	ENSG00000169217	CD2BP2	CD2BP2
ENSMMUG00000040196	ENSG00000263616	RN7SL178P	Metazoa_SRP
ENSMMUG00000021841	ENSG00000167264	DUS2	DUS2
ENSMMUG00000059977			
ENSMMUG00000011310	ENSG00000146938	NLGN4X	NLGN4X
ENSMMUG00000059628			Metazoa_SRP
ENSMMUG00000018693	ENSG00000037280	FLT4	FLT4
ENSMMUG00000021976	ENSG00000137409	MTCH1	MTCH1
ENSMMUG00000049256	ENSG00000266751	MIR3661	MIR3661
ENSMMUG00000015653	ENSG00000147065	MSN	MSN
ENSMMUG00000043235			Metazoa_SRP
ENSMMUG00000064217			
ENSMMUG00000010451	ENSG00000165458	INPPL1	INPPL1
ENSMMUG00000057657	ENSG00000007944	MYLIP	MYLIP
ENSMMUG00000049410			Metazoa_SRP
ENSMMUG00000061274			
ENSMMUG00000051078			
ENSMMUG00000005913	ENSG00000166669	ATF7IP2	ATF7IP2
ENSMMUG00000024730			U6
ENSMMUG00000053082	ENSG00000201943	SNORD115-10	SNORD115
ENSMMUG00000013098	ENSG00000198074	AKR1B10	AKR1B10
ENSMMUG00000057712			Metazoa_SRP
ENSMMUG00000054718			
ENSMMUG00000061989			Metazoa_SRP
ENSMMUG00000044729	ENSG00000090447	TFAP4	TFAP4
ENSMMUG00000052915			
ENSMMUG00000016277	ENSG00000143924	EML4	EML4
ENSMMUG00000059436	ENSG00000110324	IL10RA	IL10RA
ENSMMUG00000063023			U2
ENSMMUG00000026011	ENSG00000199567	Y_RNA	Y_RNA
ENSMMUG00000006151	ENSG00000171049	FPR2	FPR2
ENSMMUG00000055965			Metazoa_SRP
ENSMMUG00000050646			Metazoa_SRP
ENSMMUG00000065104			
ENSMMUG00000052193			
ENSMMUG00000020784	ENSG00000110318	CEP126	CEP126
ENSMMUG00000015374	ENSG00000118308	IRAG2	IRAG2
ENSMMUG00000008128	ENSG00000164946	FREM1	FREM1
ENSMMUG00000052256			
ENSMMUG00000020798	ENSG00000090006	LTBP4	LTBP4
ENSMMUG00000002542	ENSG00000176102	CSTF3	CSTF3
ENSMMUG00000042181			
ENSMMUG00000032087	ENSG00000121351	IAPP	IAPP
ENSMMUG00000039256	ENSG00000101216	GMEB2	GMEB2
ENSMMUG00000063783	ENSG00000205076	LGALS7	
ENSMMUG00000063783	ENSG00000178934	LGALS7B	
ENSMMUG00000047166	ENSG00000169154	GOT1L1	GOT1L1
ENSMMUG00000063605			Metazoa_SRP
ENSMMUG00000058277			
ENSMMUG00000048810	ENSG00000252429	RNU7-29P	U7
ENSMMUG00000024720	ENSG00000200026	U8	U8
ENSMMUG00000052553			
ENSMMUG00000057509			Metazoa_SRP
ENSMMUG00000022087	ENSG00000275342	PRAG1	PRAG1
ENSMMUG00000017230	ENSG00000132821	VSTM2L	VSTM2L
ENSMMUG00000059458			Metazoa_SRP
ENSMMUG00000045722	ENSG00000242065	RN7SL291P	Metazoa_SRP
ENSMMUG00000002308	ENSG00000187474	FPR3	FPR3
ENSMMUG00000026756			
ENSMMUG00000034676	ENSG00000202429	RNU4-48P	U4
ENSMMUG00000019702	ENSG00000161277	THAP8	THAP8
ENSMMUG00000004822	ENSG00000166930	MS4A5	MS4A5
ENSMMUG00000014086	ENSG00000174136	RGMB	RGMB
ENSMMUG00000005041	ENSG00000277363	SRCIN1	SRCIN1
ENSMMUG00000059545			Metazoa_SRP
ENSMMUG00000054643			
ENSMMUG00000064008	ENSG00000264317	RN7SL154P	Metazoa_SRP
ENSMMUG00000060888			Metazoa_SRP
ENSMMUG00000053399	ENSG00000255274	SMIM35	SMIM35
ENSMMUG00000038771	ENSG00000183801	OLFML1	OLFML1
ENSMMUG00000051562			Metazoa_SRP
ENSMMUG00000002131	ENSG00000115307	AUP1	AUP1
ENSMMUG00000045262			
ENSMMUG00000020580	ENSG00000103494	RPGRIP1L	RPGRIP1L
ENSMMUG00000061404	ENSG00000260903	XKR7	XKR7
ENSMMUG00000002309			
ENSMMUG00000046323			
ENSMMUG00000044558			
ENSMMUG00000022842	ENSG00000116062	MSH6	MSH6
ENSMMUG00000053373			
ENSMMUG00000015266	ENSG00000189037	DUSP21	DUSP21
ENSMMUG00000049269	ENSG00000201943	SNORD115-10	SNORD115
ENSMMUG00000020212	ENSG00000111319	SCNN1A	SCNN1A
ENSMMUG00000017139	ENSG00000181192	DHTKD1	SEC61A2
ENSMMUG00000018758	ENSG00000145916	RMND5B	RMND5B
ENSMMUG00000057369			Metazoa_SRP
ENSMMUG00000065209			
ENSMMUG00000013131	ENSG00000147041	SYTL5	SYTL5
ENSMMUG00000016641	ENSG00000119048	UBE2B	UBE2B
ENSMMUG00000010417	ENSG00000141668	CBLN2	CBLN2
ENSMMUG00000050877	ENSG00000135940	COX5B	COX5B
ENSMMUG00000049035	ENSG00000115718	PROC	PROC
ENSMMUG00000008670	ENSG00000107338	SHB	SHB
ENSMMUG00000024002	ENSG00000206786	RNU6-701P	U6
ENSMMUG00000035145	ENSG00000222122	RNU6-648P	U6
ENSMMUG00000060638	ENSG00000205076	LGALS7	
ENSMMUG00000060638	ENSG00000178934	LGALS7B	
ENSMMUG00000010854	ENSG00000121350	PYROXD1	PYROXD1
ENSMMUG00000061311			Metazoa_SRP
ENSMMUG00000002108	ENSG00000155087	ODF1	ODF1
ENSMMUG00000022067	ENSG00000120645	IQSEC3	IQSEC3
ENSMMUG00000046260	ENSG00000241413	RN7SL441P	Metazoa_SRP
ENSMMUG00000058512			
ENSMMUG00000056685			Metazoa_SRP
ENSMMUG00000007529	ENSG00000139746	RBM26	RBM26
ENSMMUG00000060059			
ENSMMUG00000035742	ENSG00000252840		
ENSMMUG00000059422			
ENSMMUG00000043364	ENSG00000272075	RN7SL828P	Metazoa_SRP
ENSMMUG00000058914			Metazoa_SRP
ENSMMUG00000064329			
ENSMMUG00000017729	ENSG00000183495	EP400	EP400
ENSMMUG00000059001			
ENSMMUG00000051285			Metazoa_SRP
ENSMMUG00000022602	ENSG00000144401	METTL21A	METTL21A
ENSMMUG00000016777	ENSG00000126733	DACH2	DACH2
ENSMMUG00000001397	ENSG00000175471	MCTP1	MCTP1
ENSMMUG00000055650			
ENSMMUG00000063474			
ENSMMUG00000065327			
ENSMMUG00000054867			
ENSMMUG00000005108	ENSG00000166965	RCCD1	RCCD1
ENSMMUG00000012089	ENSG00000115648	MLPH	MLPH
ENSMMUG00000009270	ENSG00000151806	GUF1	GUF1
ENSMMUG00000020213	ENSG00000111321	LTBR	LTBR
ENSMMUG00000017323	ENSG00000130224	LRCH2	LRCH2
ENSMMUG00000057893			
ENSMMUG00000027523	ENSG00000206765	RNU6-203P	U6
ENSMMUG00000003755	ENSG00000161638	ITGA5	ITGA5
ENSMMUG00000007620	ENSG00000137648	TMPRSS4	TMPRSS4
ENSMMUG00000059246			Y_RNA
ENSMMUG00000050248	ENSG00000201943	SNORD115-10	SNORD115
ENSMMUG00000036398			
ENSMMUG00000027757	ENSG00000206710	RNU6-147P	U6
ENSMMUG00000052074	ENSG00000176386	CDC26	CDC26
ENSMMUG00000009622	ENSG00000147257	GPC3	GPC3
ENSMMUG00000002310	ENSG00000161551	ZNF577	ZNF577
ENSMMUG00000036489	ENSG00000251745	RNU7-124P	U7
ENSMMUG00000031100	ENSG00000214787	MS4A4E	
ENSMMUG00000015182	ENSG00000266412	NCOA4	NCOA4
ENSMMUG00000020695	ENSG00000122122	SASH3	SASH3
ENSMMUG00000007153	ENSG00000078269	SYNJ2	SYNJ2
ENSMMUG00000015100	ENSG00000175164	ABO	ABO
ENSMMUG00000037181	ENSG00000239183	SNORA84	SNORA84
ENSMMUG00000031562			
ENSMMUG00000057688			Metazoa_SRP
ENSMMUG00000028859	ENSG00000171936	OR10H3	
ENSMMUG00000028859	ENSG00000176231	OR10H4	
ENSMMUG00000047381	ENSG00000122741	DCAF10	DCAF10
ENSMMUG00000064669			
ENSMMUG00000019704	ENSG00000075702	WDR62	WDR62
ENSMMUG00000023112	ENSG00000120907	ADRA1A	ADRA1A
ENSMMUG00000009732	ENSG00000115073	ACTR1B	ACTR1B
ENSMMUG00000028766	ENSG00000171747	LGALS4	LGALS4
ENSMMUG00000021977	ENSG00000164530	PI16	PI16
ENSMMUG00000062198	ENSG00000131634	TMEM204	TMEM204
ENSMMUG00000012330	ENSG00000138316	ADAMTS14	ADAMTS14
ENSMMUG00000053706			U3
ENSMMUG00000017685	ENSG00000133835	HSD17B4	HSD17B4
ENSMMUG00000026877	ENSG00000284363	MIR224	mml-mir-224
ENSMMUG00000055648			
ENSMMUG00000033233	ENSG00000212407	RNU6-663P	U6
ENSMMUG00000055034	ENSG00000004848	ARX	ARX
ENSMMUG00000010943	ENSG00000106617	PRKAG2	PRKAG2
ENSMMUG00000027918	ENSG00000206613	RNU6-1336P	U6
ENSMMUG00000003394	ENSG00000137691	CFAP300	CFAP300
ENSMMUG00000054196	ENSG00000221926	TRIM16	TRIM16
ENSMMUG00000011587	ENSG00000184517	ZFP1	ZFP1
ENSMMUG00000054769			Metazoa_SRP
ENSMMUG00000015987	ENSG00000174791	RIN1	RIN1
ENSMMUG00000063097			
ENSMMUG00000049310	ENSG00000204928	GRXCR2	GRXCR2
ENSMMUG00000011197	ENSG00000136868	SLC31A1	SLC31A1
ENSMMUG00000056933			
ENSMMUG00000050068			
ENSMMUG00000026646			5S_rRNA
ENSMMUG00000064109			
ENSMMUG00000004267	ENSG00000170743	SYT9	SYT9
ENSMMUG00000052842	ENSG00000122696	SLC25A51	SLC25A51
ENSMMUG00000056210			Metazoa_SRP
ENSMMUG00000011852	ENSG00000107779	BMPR1A	BMPR1A
ENSMMUG00000063093			
ENSMMUG00000027084	ENSG00000283751	MIR452	MIR452
ENSMMUG00000026482	ENSG00000201176	RNU6-853P	U6
ENSMMUG00000057207			Metazoa_SRP
ENSMMUG00000046560	ENSG00000174695	TMEM167A	TMEM167A
ENSMMUG00000016407	ENSG00000120539	MASTL	MASTL
ENSMMUG00000061091	ENSG00000201943	SNORD115-10	SNORD115
ENSMMUG00000021843	ENSG00000072736	NFATC3	NFATC3
ENSMMUG00000052105			
ENSMMUG00000055725			
ENSMMUG00000010938	ENSG00000164363	SLC6A18	SLC6A18
ENSMMUG00000003943	ENSG00000168137	SETD5	SETD5
ENSMMUG00000020925	ENSG00000143442	POGZ	POGZ
ENSMMUG00000039592	ENSG00000171903	CYP4F11	CYP4F11
ENSMMUG00000053071			Y_RNA
ENSMMUG00000035653	ENSG00000238835	SCARNA18	SCARNA18
ENSMMUG00000008360	ENSG00000114547	ROPN1B	ROPN1B
ENSMMUG00000018923	ENSG00000101407	TTI1	TTI1
ENSMMUG00000063217	ENSG00000124260	MAGEA10	MAGEA10
ENSMMUG00000047892			
ENSMMUG00000015921	ENSG00000145439	CBR4	CBR4
ENSMMUG00000010857	ENSG00000004700	RECQL	RECQL
ENSMMUG00000060023			Metazoa_SRP
ENSMMUG00000004629	ENSG00000198000	NOL8	NOL8
ENSMMUG00000065075	ENSG00000179921	GPBAR1	GPBAR1
ENSMMUG00000005880	ENSG00000105220	GPI	GPI
ENSMMUG00000065215			
ENSMMUG00000033245	ENSG00000212167	RNU6-763P	U6
ENSMMUG00000009599	ENSG00000138092	CENPO	CENPO
ENSMMUG00000040887	ENSG00000239932	RN7SL606P	Metazoa_SRP
ENSMMUG00000017985	ENSG00000044115	CTNNA1	CTNNA1
ENSMMUG00000014727	ENSG00000105402	NAPA	NAPA
ENSMMUG00000060509			
ENSMMUG00000059110			
ENSMMUG00000051299			Metazoa_SRP
ENSMMUG00000022106	ENSG00000215009	ACSM4	ACSM4
ENSMMUG00000039504			
ENSMMUG00000008637	ENSG00000141499	WRAP53	WRAP53
ENSMMUG00000058868	ENSG00000197457	STMN3	STMN3
ENSMMUG00000024427	ENSG00000199827	RNU6-1290P	U6
ENSMMUG00000009390	ENSG00000145241	CENPC	CENPC
ENSMMUG00000059319	ENSG00000252534	Y_RNA	Y_RNA
ENSMMUG00000052264			
ENSMMUG00000000978	ENSG00000007545	CRAMP1	CRAMP1
ENSMMUG00000045362			
ENSMMUG00000009500	ENSG00000154359	LONRF1	LONRF1
ENSMMUG00000050276	ENSG00000199482	RNU6-633P	U6
ENSMMUG00000063655	ENSG00000177098	SCN4B	SCN4B
ENSMMUG00000008129	ENSG00000177370	TIMM22	TIMM22
ENSMMUG00000028288	ENSG00000200572	Y_RNA	Y_RNA
ENSMMUG00000044127	ENSG00000244748	RN7SL153P	Metazoa_SRP
ENSMMUG00000001540	ENSG00000011677	GABRA3	GABRA3
ENSMMUG00000061692			
ENSMMUG00000055995	ENSG00000200422		
ENSMMUG00000051148	ENSG00000173674	EIF1AX	EIF1AX
ENSMMUG00000060371	ENSG00000199960	SNORD115-14	SNORD115
ENSMMUG00000013804	ENSG00000139220	PPFIA2	PPFIA2
ENSMMUG00000062388	ENSG00000171936	OR10H3	
ENSMMUG00000062388	ENSG00000176231	OR10H4	
ENSMMUG00000052098			
ENSMMUG00000060413			
ENSMMUG00000060993	ENSG00000275853	Metazoa_SRP	Metazoa_SRP
